StateName,Parliament Constituency,Winning Candidate,Total Votes,Margin,Party name
Tamil Nadu,CHENNAI SOUTH(3),T.SUMATHY (ALIAS) THAMIZHACHI THANGAPANDIAN,516628,225945,Dravida Munnetra Kazhagam - DMK
Tamil Nadu,CHENNAI CENTRAL(4),DAYANIDHI MARAN,413848,244689,Dravida Munnetra Kazhagam - DMK
Tamil Nadu,SRIPERUMBUDUR(5),T R BAALU,758611,487029,Dravida Munnetra Kazhagam - DMK
Tamil Nadu,KANCHEEPURAM(6),SELVAM. G,586044,221473,Dravida Munnetra Kazhagam - DMK
Tamil Nadu,ARAKKONAM(7),S JAGATHRATCHAKAN,563216,306559,Dravida Munnetra Kazhagam - DMK
Tamil Nadu,VELLORE(8),DM KATHIR ANAND,568692,215702,Dravida Munnetra Kazhagam - DMK
Tamil Nadu,DHARMAPURI(10),MANI. A.,432667,21300,Dravida Munnetra Kazhagam - DMK
Tamil Nadu,TIRUVANNAMALAI(11),"ANNADURAI, C.N.",547379,233931,Dravida Munnetra Kazhagam - DMK
Tamil Nadu,ARANI(12),THARANIVENTHAN M S,500099,208766,Dravida Munnetra Kazhagam - DMK
Tamil Nadu,KALLAKURICHI(14),MALAIYARASAN D,561589,53784,Dravida Munnetra Kazhagam - DMK
Tamil Nadu,SALEM(15),SELVAGANAPATHI T M,566085,70357,Dravida Munnetra Kazhagam - DMK
Tamil Nadu,NAMAKKAL(16),MATHESWARAN V S,462036,29112,Dravida Munnetra Kazhagam - DMK
Tamil Nadu,ERODE(17),K E PRAKASH,562339,236566,Dravida Munnetra Kazhagam - DMK
Tamil Nadu,NILGIRIS(19),RAJA A,473212,240585,Dravida Munnetra Kazhagam - DMK
Tamil Nadu,COIMBATORE(20),GANAPATHY RAJKUMAR P,568200,118068,Dravida Munnetra Kazhagam - DMK
Tamil Nadu,POLLACHI(21),ESWARASAMY K,533377,252042,Dravida Munnetra Kazhagam - DMK
Tamil Nadu,PERAMBALUR(25),ARUN NEHRU,603209,389107,Dravida Munnetra Kazhagam - DMK
Tamil Nadu,THANJAVUR(30),MURASOLI S,502245,319583,Dravida Munnetra Kazhagam - DMK
Tamil Nadu,THENI(33),THANGA TAMILSELVAN,571493,278825,Dravida Munnetra Kazhagam - DMK
Tamil Nadu,THOOTHUKKUDI(36),KANIMOZHI KARUNANIDHI,540729,392738,Dravida Munnetra Kazhagam - DMK
Tamil Nadu,TENKASI(37),DR RANI SRI KUMAR,425679,196199,Dravida Munnetra Kazhagam - DMK
Tamil Nadu,TIRUVALLUR(1),Sasikanth Senthil,796956,572155,Indian National Congress - INC
Tamil Nadu,KRISHNAGIRI(9),GOPINATH K,492883,192486,Indian National Congress - INC
Tamil Nadu,KARUR(23),JOTHIMANI. S,534906,166816,Indian National Congress - INC
Tamil Nadu,CUDDALORE(26),M.K. VISHNUPRASAD,455053,185896,Indian National Congress - INC
Tamil Nadu,MAYILADUTHURAI(28),SUDHA R,518459,271183,Indian National Congress - INC
Tamil Nadu,SIVAGANGA(31),KARTI P CHIDAMBARAM,427677,205664,Indian National Congress - INC
Tamil Nadu,VIRUDHUNAGAR(34),MANICKAM TAGORE B,385256,4379,Indian National Congress - INC
Tamil Nadu,TIRUNELVELI(38),ROBERT BRUCE C,502296,165620,Indian National Congress - INC
Tamil Nadu,KANNIYAKUMARI(39),VIJAYAKUMAR (Alias) VIJAY VASANTH,546248,179907,Indian National Congress - INC
Tamil Nadu,VILUPPURAM(13),RAVIKUMAR. D,477033,70703,Viduthalai Chiruthaigal Katchi - VCK
Tamil Nadu,CHIDAMBARAM(27),THIRUMAAVALAVAN THOL,505084,103554,Viduthalai Chiruthaigal Katchi - VCK
Tamil Nadu,TIRUPPUR(18),"SUBBARAYAN, K.",472739,125928,Communist Party of India - CPI
Tamil Nadu,NAGAPATTINAM(29),SELVARAJ V,465044,208957,Communist Party of India - CPI
Tamil Nadu,DINDIGUL(22),SACHITHANANTHAM R,670149,443821,Communist Party of India  (Marxist) - CPI(M)
Tamil Nadu,MADURAI(32),VENKATESAN S,430323,209409,Communist Party of India  (Marxist) - CPI(M)
Tamil Nadu,TIRUCHIRAPPALLI(24),DURAI VAIKO,542213,313094,Marumalarchi Dravida Munnetra Kazhagam - MDMK
Tamil Nadu,RAMANATHAPURAM(35),NAVASKANI K,509664,166782,Indian Union Muslim League - IUML
Telangana,Adilabad (1),GODAM NAGESH,568168,90652,Bharatiya Janata Party - BJP
Telangana,Karimnagar (3),BANDI SANJAY KUMAR,585116,225209,Bharatiya Janata Party - BJP
Telangana,Nizamabad(4),ARVIND DHARMAPURI,592318,109241,Bharatiya Janata Party - BJP
Telangana,Medak(6),MADHAVANENI RAGHUNANDAN RAO,471217,39139,Bharatiya Janata Party - BJP
Telangana,Malkajgiri(7),EATALA RAJENDER,991042,391475,Bharatiya Janata Party - BJP
Telangana,Secunderabad(8),G. KISHAN REDDY,473012,49944,Bharatiya Janata Party - BJP
Telangana,Chevella(10),KONDA VISHWESHWAR REDDY,809882,172897,Bharatiya Janata Party - BJP
Telangana,Mahbubnagar(11),ARUNA. D. K,510747,4500,Bharatiya Janata Party - BJP
Telangana,Peddapalle (2),VAMSI KRISHNA GADDAM,475587,131364,Indian National Congress - INC
Telangana,Zahirabad(5),SURESH KUMAR SHETKAR,528418,46188,Indian National Congress - INC
Telangana,Nagarkurnool(12),DR.MALLU RAVI,465072,94414,Indian National Congress - INC
Telangana,Nalgonda(13),KUNDURU RAGHUVEER,784337,559905,Indian National Congress - INC
Telangana,Bhongir (14),CHAMALA KIRAN KUMAR REDDY,629143,222170,Indian National Congress - INC
Telangana,Warangal(15),KADIYAM KAVYA,581294,220339,Indian National Congress - INC
Telangana,Mahabubabad  (16),BALRAM NAIK PORIKA,612774,349165,Indian National Congress - INC
Telangana,Khammam (17),RAMASAHAYAM RAGHURAM REDDY,766929,467847,Indian National Congress - INC
Telangana,Hyderabad(9),ASADUDDIN OWAISI,661981,338087,All India Majlis-E-Ittehadul Muslimeen - AIMIM
Tripura,Tripura West(1),BIPLAB KUMAR DEB,881341,611578,Bharatiya Janata Party - BJP
Tripura,Tripura East(2),KRITI DEVI DEBBARMAN,777447,486819,Bharatiya Janata Party - BJP
Uttar Pradesh,Kairana(2),IQRA CHOUDHARY,528013,69116,Samajwadi Party - SP
Uttar Pradesh,Muzaffarnagar(3),HARENDRA SINGH MALIK,470721,24672,Samajwadi Party - SP
Uttar Pradesh,Moradabad(6),RUCHI VIRA,637363,105762,Samajwadi Party - SP
Uttar Pradesh,Rampur(7),MOHIBBULLAH,481503,87434,Samajwadi Party - SP
Uttar Pradesh,Sambhal(8),ZIA UR REHMAN,571161,121494,Samajwadi Party - SP
Uttar Pradesh,Firozabad(20),AKSHAYA YADAV,543037,89312,Samajwadi Party - SP
Uttar Pradesh,Mainpuri(21),DIMPLE YADAV,598526,221639,Samajwadi Party - SP
Uttar Pradesh,Etah(22),DEVESH SHAKYA,475808,28052,Samajwadi Party - SP
Uttar Pradesh,Badaun(23),ADITYA YADAV,501855,34991,Samajwadi Party - SP
Uttar Pradesh,Aonla(24),NEERAJ MAURYA,492515,15969,Samajwadi Party - SP
Uttar Pradesh,Kheri(28),UTKARSH VERMA 'MADHUR',557365,34329,Samajwadi Party - SP
Uttar Pradesh,Dhaurahra(29),ANAND BHADAURIYA,443743,4449,Samajwadi Party - SP
Uttar Pradesh,Mohanlalganj(34),R.K. CHAUDHARY,667869,70292,Samajwadi Party - SP
Uttar Pradesh,Sultanpur(38),RAMBHUAL NISHAD,444330,43174,Samajwadi Party - SP
Uttar Pradesh,Pratapgarh(39),SHIV PAL SINGH PATEL (DR. S P SINGH),441932,66206,Samajwadi Party - SP
Uttar Pradesh,Etawah(41),JITENDRA KUMAR DOHARE,490747,58419,Samajwadi Party - SP
Uttar Pradesh,Kannauj(42),AKHILESH YADAV,642292,170922,Samajwadi Party - SP
Uttar Pradesh,Jalaun(45),NARAYAN DAS AHIRWAR,530180,53898,Samajwadi Party - SP
Uttar Pradesh,Hamirpur(47),AJENDRA SINGH LODHI,490683,2629,Samajwadi Party - SP
Uttar Pradesh,Banda(48),KRISHNA DEVI SHIVSHANKER PATEL,406567,71210,Samajwadi Party - SP
Uttar Pradesh,Fatehpur(49),NARESH CHANDRA UTTAM PATEL,500328,33199,Samajwadi Party - SP
Uttar Pradesh,Kaushambi(50),PUSHPENDRA SAROJ,509787,103944,Samajwadi Party - SP
Uttar Pradesh,Faizabad(54),AWADHESH PRASAD,554289,54567,Samajwadi Party - SP
Uttar Pradesh,Ambedkar Nagar(55),LALJI VERMA,544959,137247,Samajwadi Party - SP
Uttar Pradesh,Shrawasti(58),RAM SHIROMANI VERMA,511055,76673,Samajwadi Party - SP
Uttar Pradesh,Basti(61),RAM PRASAD CHAUDHARY,527005,100994,Samajwadi Party - SP
Uttar Pradesh,Sant Kabir Nagar(62),LAXMIKANT PAPPU NISHAD,498695,92170,Samajwadi Party - SP
Uttar Pradesh,Lalganj(68),DAROGA PRASAD SAROJ,439959,115023,Samajwadi Party - SP
Uttar Pradesh,Azamgarh(69),DHARMENDRA YADAV,508239,161035,Samajwadi Party - SP
Uttar Pradesh,Ghosi(70),RAJEEV RAI,503131,162943,Samajwadi Party - SP
Uttar Pradesh,Salempur(71),RAMASHANKAR RAJBHAR,405472,3573,Samajwadi Party - SP
Uttar Pradesh,Ballia(72),SANATAN PANDEY,467068,43384,Samajwadi Party - SP
Uttar Pradesh,Jaunpur(73),BABU SINGH KUSHWAHA,509130,99335,Samajwadi Party - SP
Uttar Pradesh,Machhlishahr(74),PRIYA SAROJ,451292,35850,Samajwadi Party - SP
Uttar Pradesh,Ghazipur(75),AFZAL ANSARI,539912,124861,Samajwadi Party - SP
Uttar Pradesh,Chandauli(76),BIRENDRA SINGH,474476,21565,Samajwadi Party - SP
Uttar Pradesh,Robertsganj(80),CHHOTELAL,465848,129234,Samajwadi Party - SP
Uttar Pradesh,Amroha(9),KANWAR SINGH TANWAR,476506,28670,Bharatiya Janata Party - BJP
Uttar Pradesh,Meerut(10),ARUN GOVIL,546469,10585,Bharatiya Janata Party - BJP
Uttar Pradesh,Ghaziabad(12),ATUL GARG,854170,336965,Bharatiya Janata Party - BJP
Uttar Pradesh,Gautam Buddha Nagar(13),DR. MAHESH SHARMA,857829,559472,Bharatiya Janata Party - BJP
Uttar Pradesh,Bulandshahr(14),DR BHOLA SINGH,597310,275134,Bharatiya Janata Party - BJP
Uttar Pradesh,Aligarh(15),SATISH KUMAR GAUTAM,501834,15647,Bharatiya Janata Party - BJP
Uttar Pradesh,Hathras(16),ANOOP PRADHAN BALMIKI,554746,247318,Bharatiya Janata Party - BJP
Uttar Pradesh,Mathura(17),HEMAMALINI DHARMENDRA DEOL,510064,293407,Bharatiya Janata Party - BJP
Uttar Pradesh,Agra(18),PROF S P SINGH BAGHEL,599397,271294,Bharatiya Janata Party - BJP
Uttar Pradesh,Fatehpur Sikri(19),RAJKUMAR CHAHAR,445657,43405,Bharatiya Janata Party - BJP
Uttar Pradesh,Bareilly(25),CHHATRA PAL SINGH GANGWAR,567127,34804,Bharatiya Janata Party - BJP
Uttar Pradesh,Pilibhit(26),JITIN PRASADA,607158,164935,Bharatiya Janata Party - BJP
Uttar Pradesh,Shahjahanpur(27),ARUN KUMAR SAGAR,592718,55379,Bharatiya Janata Party - BJP
Uttar Pradesh,Hardoi(31),JAI PRAKASH,486798,27856,Bharatiya Janata Party - BJP
Uttar Pradesh,Misrikh(32),ASHOK KUMAR RAWAT,475016,33406,Bharatiya Janata Party - BJP
Uttar Pradesh,Unnao(33),SWAMI SACHCHIDANAND HARI SAKSHI,616133,35818,Bharatiya Janata Party - BJP
Uttar Pradesh,Lucknow(35),RAJ NATH SINGH,612709,135159,Bharatiya Janata Party - BJP
Uttar Pradesh,Farrukhabad(40),MUKESH RAJPUT,487963,2678,Bharatiya Janata Party - BJP
Uttar Pradesh,Kanpur(43),RAMESH AWASTHI,443055,20968,Bharatiya Janata Party - BJP
Uttar Pradesh,Akbarpur(44),DEVENDRA SINGH ALIAS BHOLE SINGH,517423,44345,Bharatiya Janata Party - BJP
Uttar Pradesh,Jhansi(46),ANURAG SHARMA,690316,102614,Bharatiya Janata Party - BJP
Uttar Pradesh,Phulpur(51),PRAVEEN PATEL,452600,4332,Bharatiya Janata Party - BJP
Uttar Pradesh,Baharaich(56),ANAND KUMAR,518802,64227,Bharatiya Janata Party - BJP
Uttar Pradesh,Kaiserganj(57),KARAN BHUSHAN SINGH,571263,148843,Bharatiya Janata Party - BJP
Uttar Pradesh,Gonda(59),KIRTIVARDHAN SINGH,474258,46224,Bharatiya Janata Party - BJP
Uttar Pradesh,Domariyaganj(60),JAGDAMBIKA PAL,463303,42728,Bharatiya Janata Party - BJP
Uttar Pradesh,Maharajganj(63),PANKAJ CHAUDHARY,591310,35451,Bharatiya Janata Party - BJP
Uttar Pradesh,Gorakhpur(64),RAVINDRA SHUKLA ALIAS RAVI KISHAN,585834,103526,Bharatiya Janata Party - BJP
Uttar Pradesh,Kushi Nagar(65),VIJAY KUMAR DUBAY,516345,81790,Bharatiya Janata Party - BJP
Uttar Pradesh,Deoria(66),SHASHANK MANI,504541,34842,Bharatiya Janata Party - BJP
Uttar Pradesh,Bansgaon(67),KAMLESH PASWAN,428693,3150,Bharatiya Janata Party - BJP
Uttar Pradesh,Varanasi(77),NARENDRA MODI,612970,152513,Bharatiya Janata Party - BJP
Uttar Pradesh,Bhadohi(78),DR. VINOD KUMAR BIND,459982,44072,Bharatiya Janata Party - BJP
Uttar Pradesh,Saharanpur(1),IMRAN MASOOD,547967,64542,Indian National Congress - INC
Uttar Pradesh,Sitapur(30),RAKESH RATHOR,531138,89641,Indian National Congress - INC
Uttar Pradesh,Rae Bareli(36),RAHUL GANDHI,687649,390030,Indian National Congress - INC
Uttar Pradesh,Amethi(37),KISHORI LAL,539228,167196,Indian National Congress - INC
Uttar Pradesh,Allahabad(52),UJJWAL RAMAN SINGH,462145,58795,Indian National Congress - INC
Uttar Pradesh,Barabanki(53),TANUJ PUNIA,719927,215704,Indian National Congress - INC
Uttar Pradesh,Bijnor(4),CHANDAN CHAUHAN,404493,37508,Rashtriya Lok Dal - RLD
Uttar Pradesh,Baghpat(11),DR RAJKUMAR SANGWAN,488967,159459,Rashtriya Lok Dal - RLD
Uttar Pradesh,Nagina(5),CHANDRASHEKHAR,512552,151473,Aazad Samaj Party (Kanshi Ram) - ASPKR
Uttar Pradesh,Mirzapur(79),ANUPRIYA PATEL,471631,37810,Apna Dal (Soneylal) - ADAL
Uttarakhand,Tehri Garhwal(1),MALA RAJYA LAKSHMI SHAH,462603,272493,Bharatiya Janata Party - BJP
Uttarakhand,Garhwal(2),ANIL BALUNI,432159,163503,Bharatiya Janata Party - BJP
Uttarakhand,Almora(3),AJAY TAMTA,429167,234097,Bharatiya Janata Party - BJP
Uttarakhand,Nainital-Udhamsingh Nagar(4),AJAY BHATT,772671,334548,Bharatiya Janata Party - BJP
Uttarakhand,Haridwar(5),TRIVENDRA SINGH RAWAT,653808,164056,Bharatiya Janata Party - BJP
West Bengal,Coochbehar(1),JAGADISH CHANDRA BARMA BASUNIA,788375,39250,All India Trinamool Congress - AITC
West Bengal,Jangipur(9),KHALILUR RAHAMAN,544427,116637,All India Trinamool Congress - AITC
West Bengal,Baharampur(10),PATHAN YUSUF,524516,85022,All India Trinamool Congress - AITC
West Bengal,Murshidabad(11),ABU TAHER KHAN,682442,164215,All India Trinamool Congress - AITC
West Bengal,Krishnanagar(12),MAHUA MOITRA,628789,56705,All India Trinamool Congress - AITC
West Bengal,Barrackpur(15),PARTHA BHOWMICK,520231,64438,All India Trinamool Congress - AITC
West Bengal,Dum dum(16),SOUGATA RAY,528579,70660,All India Trinamool Congress - AITC
West Bengal,Barasat(17),KAKOLI GHOSH DASTIDAR,692010,114189,All India Trinamool Congress - AITC
West Bengal,Basirhat(18),SK NURUL ISLAM,803762,333547,All India Trinamool Congress - AITC
West Bengal,Joynagar(19),PRATIMA MONDAL,894312,470219,All India Trinamool Congress - AITC
West Bengal,Mathurapur(20),BAPI HALDAR,755731,201057,All India Trinamool Congress - AITC
West Bengal,Diamond harbour(21),ABHISHEK BANERJEE,1048230,710930,All India Trinamool Congress - AITC
West Bengal,Jadavpur(22),SAYANI GHOSH,717899,258201,All India Trinamool Congress - AITC
West Bengal,Kolkata Dakshin(23),MALA ROY,615274,187231,All India Trinamool Congress - AITC
West Bengal,Kolkata Uttar(24),BANDYOPADHYAY SUDIP,454696,92560,All India Trinamool Congress - AITC
West Bengal,Howrah(25),PRASUN BANERJEE,626493,169442,All India Trinamool Congress - AITC
West Bengal,Uluberia(26),SAJDA AHMED,724622,218673,All India Trinamool Congress - AITC
West Bengal,Srerampur(27),KALYAN BANERJEE,673970,174830,All India Trinamool Congress - AITC
West Bengal,Hooghly(28),RACHNA BANERJEE,702744,76853,All India Trinamool Congress - AITC
West Bengal,Arambagh(29),BAG MITALI,712587,6399,All India Trinamool Congress - AITC
West Bengal,Ghatal(32),ADHIKARI DEEPAK (DEV),837990,182868,All India Trinamool Congress - AITC
West Bengal,Jhargram(33),KALIPADA SAREN (KHERWAL),743478,174048,All India Trinamool Congress - AITC
West Bengal,Medinipur(34),JUNE MALIAH,702192,27191,All India Trinamool Congress - AITC
West Bengal,Bankura(36),ARUP CHAKRABORTY,641813,32778,All India Trinamool Congress - AITC
West Bengal,Bardhaman Purba(38),DR. SHARMILA SARKAR,720302,160572,All India Trinamool Congress - AITC
West Bengal,Bardhaman-Durgapur(39),AZAD KIRTI JHA,720667,137981,All India Trinamool Congress - AITC
West Bengal,Asansol(40),SHATRUGHAN PRASAD SINHA,605645,59564,All India Trinamool Congress - AITC
West Bengal,Bolpur(41),ASIT KUMAR MAL,855633,327253,All India Trinamool Congress - AITC
West Bengal,Birbhum(42),SATABDI ROY,717961,197650,All India Trinamool Congress - AITC
West Bengal,Alipurduars(2),MANOJ TIGGA,695314,75447,Bharatiya Janata Party - BJP
West Bengal,Jalpaiguri(3),DR JAYANTA KUMAR ROY,766568,86693,Bharatiya Janata Party - BJP
West Bengal,Darjeeling(4),RAJU BISTA,679331,178525,Bharatiya Janata Party - BJP
West Bengal,Raiganj(5),KARTICK CHANDRA PAUL,560897,68197,Bharatiya Janata Party - BJP
West Bengal,Balurghat(6),SUKANTA MAJUMDAR,574996,10386,Bharatiya Janata Party - BJP
West Bengal,Maldaha Uttar(7),KHAGEN MURMU,527023,77708,Bharatiya Janata Party - BJP
West Bengal,Ranaghat(13),JAGANNATH SARKAR,782396,186899,Bharatiya Janata Party - BJP
West Bengal,Bangaon(14),SHANTANU THAKUR,719505,73693,Bharatiya Janata Party - BJP
West Bengal,Tamluk(30),ABHIJIT GANGOPADHYAY,765584,77733,Bharatiya Janata Party - BJP
West Bengal,Kanthi(31),ADHIKARI SOUMENDU,763195,47764,Bharatiya Janata Party - BJP
West Bengal,Purulia(35),JYOTIRMAY SINGH MAHATO,578489,17079,Bharatiya Janata Party - BJP
West Bengal,Bishnupur(37),KHAN SAUMITRA,680130,5567,Bharatiya Janata Party - BJP
West Bengal,Maldaha Dakshin(8),ISHA KHAN CHOUDHURY,572395,128368,Indian National Congress - INC
